大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
慕尼黑工业大学	Technical University of Munich	德国, 欧洲	计算机科学	2021	29	29
达姆施塔特工业大学	Technical University Darmstadt	德国, 欧洲	计算机科学	2021	108	108
卡尔斯鲁厄理工学院	Karlsruhe Institute of Technology, Kit	德国, 欧洲	计算机科学	2021	108	108
柏林工业大学	Technical University of Berlin	德国, 欧洲	计算机科学	2021	121	121
亚琛工业大学	Rwth Aachen University	德国, 欧洲	计算机科学	2021	143	143
弗莱堡大学	University of Freiburg	德国, 欧洲	计算机科学	2021	144	144
慕尼黑大学	University of Munich	德国, 欧洲	计算机科学	2021	161	161
波恩大学	University of Bonn	德国, 欧洲	计算机科学	2021	191	191
海德堡大学	Heidelberg University	德国, 欧洲	计算机科学	2021	199	199
斯图加特大学	University of Stuttgart	德国, 欧洲	计算机科学	2021	204	204
波鸿大学	University of Bochum	德国, 欧洲	计算机科学	2021	207	207
柏林洪堡大学	Humboldt University of Berlin	德国, 欧洲	计算机科学	2021	236	236
德累斯顿工业大学	Dresden University of Technology	德国, 欧洲	计算机科学	2021	248	248
埃朗根-纽伦堡大学	University of Erlangen, Nuremberg	德国, 欧洲	计算机科学	2021	265	265
汉堡大学	University of Hamburg	德国, 欧洲	计算机科学	2021	304	304
柏林自由大学	Free University of Berlin	德国, 欧洲	计算机科学	2021	316	316
多特蒙德工业大学	Technical University of Dortmund	德国, 欧洲	计算机科学	2021	332	332
哥廷根大学	University of Goettingen	德国, 欧洲	计算机科学	2021	370	370
不来梅大学	University of Bremen	德国, 欧洲	计算机科学	2021	374	374
乌尔姆大学	University of Ulm	德国, 欧洲	计算机科学	2021	446	446
马格德堡大学	University of Magdeburg	德国, 欧洲	计算机科学	2021	462	462
莱比锡大学	University of Leipzig	德国, 欧洲	计算机科学	2021	489	489
明斯特大学	University of Muenster	德国, 欧洲	计算机科学	2021	500	500
