大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
哈佛大学	Harvard University	美国, 北美洲	USNEWS世界大学排名	2015	1	1
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	USNEWS世界大学排名	2015	2	2
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	USNEWS世界大学排名	2015	3	3
斯坦福大学	Stanford University	美国, 北美洲	USNEWS世界大学排名	2015	4	4
加州理工学院	California Institute of Technology	美国, 北美洲	USNEWS世界大学排名	2015	7	7
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	USNEWS世界大学排名	2015	8	8
芝加哥大学	University of Chicago	美国, 北美洲	USNEWS世界大学排名	2015	9	9
哥伦比亚大学	Columbia University	美国, 北美洲	USNEWS世界大学排名	2015	10	10
约翰霍普金斯大学	Johns Hopkins University	美国, 北美洲	USNEWS世界大学排名	2015	11	11
普林斯顿大学	Princeton University	美国, 北美洲	USNEWS世界大学排名	2015	13	13
密歇根大学-安娜堡	University of Michigan-ann Arbor	美国, 北美洲	USNEWS世界大学排名	2015	14	14
华盛顿大学-西雅图	University of Washington	美国, 北美洲	USNEWS世界大学排名	2015	14	14
耶鲁大学	Yale University	美国, 北美洲	USNEWS世界大学排名	2015	17	17
加州大学-圣地亚哥	University of California, San Diego	美国, 北美洲	USNEWS世界大学排名	2015	18	18
宾夕法尼亚大学	University of Pennsylvania	美国, 北美洲	USNEWS世界大学排名	2015	19	19
杜克大学	Duke University	美国, 北美洲	USNEWS世界大学排名	2015	20	20
加州大学-旧金山	University of California, San Francisco	美国, 北美洲	USNEWS世界大学排名	2015	22	22
康奈尔大学	Cornell University	美国, 北美洲	USNEWS世界大学排名	2015	23	23
西北大学，埃文斯顿	Northwestern University	美国, 北美洲	USNEWS世界大学排名	2015	25	25
威斯康星大学-麦迪逊	University of Wisconsin, Madison	美国, 北美洲	USNEWS世界大学排名	2015	27	27
加州大学-圣塔芭芭拉	University of California, Santa Barbara	美国, 北美洲	USNEWS世界大学排名	2015	28	28
明尼苏达大学-双城	University of Minnesota, Twin Cities	美国, 北美洲	USNEWS世界大学排名	2015	29	29
德克萨斯州大学-奥斯汀	The University of Texas At Austin	美国, 北美洲	USNEWS世界大学排名	2015	30	30
北卡罗来纳大学-教堂山	University of North Carolina At Chapel Hill	美国, 北美洲	USNEWS世界大学排名	2015	32	32
俄亥俄州立大学-哥伦布	The Ohio State University, Columbus	美国, 北美洲	USNEWS世界大学排名	2015	34	34
伊利诺伊大学厄巴纳-香槟分校	University of Illinois At Urbana-champaign	美国, 北美洲	USNEWS世界大学排名	2015	35	35
纽约大学	New York University	美国, 北美洲	USNEWS世界大学排名	2015	36	36
波士顿大学	Boston University	美国, 北美洲	USNEWS世界大学排名	2015	37	37
加州大学-戴维斯	University of California, Davis	美国, 北美洲	USNEWS世界大学排名	2015	37	37
华盛顿大学-圣路易斯	Washington University In St. Louis	美国, 北美洲	USNEWS世界大学排名	2015	41	41
匹兹堡大学	University of Pittsburgh	美国, 北美洲	USNEWS世界大学排名	2015	42	42
南加州大学	University of Southern California	美国, 北美洲	USNEWS世界大学排名	2015	50	50
马里兰大学-大学城	University of Maryland, College Park	美国, 北美洲	USNEWS世界大学排名	2015	51	51
宾夕法尼亚州立大学-大学城	Pennsylvania State University, University Park	美国, 北美洲	USNEWS世界大学排名	2015	52	52
佛罗里达大学	University of Florida	美国, 北美洲	USNEWS世界大学排名	2015	53	53
