大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
剑桥大学	University of Cambridge	英国, 欧洲	计算机科学	2017	5	5
牛津大学	University of Oxford	英国, 欧洲	计算机科学	2017	7	7
苏黎世联邦理工学院	Swiss Federal Institute of Technology Zurich	瑞士, 欧洲	计算机科学	2017	9	9
帝国理工学院	Imperial College London	英国, 欧洲	计算机科学	2017	12	12
爱丁堡大学	The University of Edinburgh	英国, 欧洲	计算机科学	2017	21	=21
洛桑联邦理工学院	Swiss Federal Institute of Technology Lausanne	瑞士, 欧洲	计算机科学	2017	24	=24
伦敦大学学院	University College London	英国, 欧洲	计算机科学	2017	37	37
慕尼黑工业大学	Technical University of Munich	德国, 欧洲	计算机科学	2017	40	40
莫斯科国立大学	Moscow State University	俄罗斯, 欧洲	计算机科学	2017	48	48
米兰理工大学	Polytechnic Institute of Milan	意大利, 欧洲	计算机科学	2017	49	49
奥胡斯大学	Aarhus University	丹麦, 欧洲	计算机科学	2017	51	51-100
代尔夫特理工大学	Delft University of Technology	荷兰, 欧洲	计算机科学	2017	51	51-100
巴黎高等师范学校	Ecole Normale Superieure, Paris	法国, 欧洲	计算机科学	2017	51	51-100
鲁汶大学，佛兰德语	Ku Leuven	比利时, 欧洲	计算机科学	2017	51	51-100
伦敦国王学院	King's College London	英国, 欧洲	计算机科学	2017	51	51-100
卡尔斯鲁厄理工学院	Karlsruhe Institute of Technology, Kit	德国, 欧洲	计算机科学	2017	51	51-100
皇家理工学院	Kth Royal Institute of Technology	瑞典, 欧洲	计算机科学	2017	51	51-100
慕尼黑大学	University of Munich	德国, 欧洲	计算机科学	2017	51	51-100
都灵理工大学	Polytechnic University of Turin	意大利, 欧洲	计算机科学	2017	51	51-100
亚琛工业大学	Rwth Aachen University	德国, 欧洲	计算机科学	2017	51	51-100
罗马第一大学	Sapienza University of Rome	意大利, 欧洲	计算机科学	2017	51	51-100
柏林工业大学	Technical University of Berlin	德国, 欧洲	计算机科学	2017	51	51-100
维也纳工业大学	Vienna University of Technology	奥地利, 欧洲	计算机科学	2017	51	51-100
曼彻斯特大学	The University of Manchester	英国, 欧洲	计算机科学	2017	51	51-100
博洛尼亚大学	University of Bologna	意大利, 欧洲	计算机科学	2017	51	51-100
阿姆斯特丹大学	University of Amsterdam	荷兰, 欧洲	计算机科学	2017	51	51-100
巴黎综合理工学院	Ecole Polytechnique	法国, 欧洲	计算机科学	2017	101	101-150
埃因霍温工业大学	Eindhoven University of Technology	荷兰, 欧洲	计算机科学	2017	101	101-150
柏林洪堡大学	Humboldt University of Berlin	德国, 欧洲	计算机科学	2017	101	101-150
兰卡斯特大学	Lancaster University	英国, 欧洲	计算机科学	2017	101	101-150
伦敦政治经济学院	London School of Economics And Political Science	英国, 欧洲	计算机科学	2017	101	101-150
雅典国家技术大学	National Technical University of Athens	希腊, 欧洲	计算机科学	2017	101	101-150
马德里理工大学	Polytechnic University of Madrid	西班牙, 欧洲	计算机科学	2017	101	101-150
达姆施塔特工业大学	Technical University Darmstadt	德国, 欧洲	计算机科学	2017	101	101-150
华威大学	The University of Warwick	英国, 欧洲	计算机科学	2017	101	101-150
米兰大学	University of Milan	意大利, 欧洲	计算机科学	2017	101	101-150
比萨大学	University of Pisa	意大利, 欧洲	计算机科学	2017	101	101-150
萨尔大学	Saarland University	德国, 欧洲	计算机科学	2017	101	101-150
加泰罗尼亚理工大学	Polytechnic University of Catalonia	西班牙, 欧洲	计算机科学	2017	101	101-150
鲁汶大学，法语	Catholic University of Louvain	比利时, 欧洲	计算机科学	2017	101	101-150
都柏林大学学院	The University of Dublin	爱尔兰, 欧洲	计算机科学	2017	101	101-150
伯明翰大学	University of Birmingham	英国, 欧洲	计算机科学	2017	101	101-150
布里斯托尔大学	University of Bristol	英国, 欧洲	计算机科学	2017	101	101-150
哥本哈根大学	University of Copenhagen	丹麦, 欧洲	计算机科学	2017	101	101-150
格拉斯哥大学	The University of Glasgow	英国, 欧洲	计算机科学	2017	101	101-150
赫尔辛基大学	University of Helsinki	芬兰, 欧洲	计算机科学	2017	101	101-150
里斯本大学	University of Lisbon	葡萄牙, 欧洲	计算机科学	2017	101	101-150
南安普敦大学	University of Southampton	英国, 欧洲	计算机科学	2017	101	101-150
苏黎世大学	University of Zurich	瑞士, 欧洲	计算机科学	2017	101	101-150
乌普萨拉大学	Uppsala University	瑞典, 欧洲	计算机科学	2017	101	101-150
阿姆斯特丹自由大学	Vu University Amsterdam	荷兰, 欧洲	计算机科学	2017	101	101-150
奥尔堡大学	Aalborg University	丹麦, 欧洲	计算机科学	2017	151	151-200
阿尔托大学	Aalto University	芬兰, 欧洲	计算机科学	2017	151	151-200
法国巴黎中央理工-高等电力学院	Centralesupelec	法国, 欧洲	计算机科学	2017	151	151-200
查尔姆斯理工大学	Chalmers University of Technology	瑞典, 欧洲	计算机科学	2017	151	151-200
隆德大学	Lund University	瑞典, 欧洲	计算机科学	2017	151	151-200
伦敦大学玛丽女王学院	Queen Mary University of London	英国, 欧洲	计算机科学	2017	151	151-200
波恩大学	University of Bonn	德国, 欧洲	计算机科学	2017	151	151-200
海德堡大学	Heidelberg University	德国, 欧洲	计算机科学	2017	151	151-200
圣彼得堡国立大学	Saint Petersburg State University	俄罗斯, 欧洲	计算机科学	2017	151	151-200
丹麦技术大学	Technical University of Denmark	丹麦, 欧洲	计算机科学	2017	151	151-200
德累斯顿工业大学	Dresden University of Technology	德国, 欧洲	计算机科学	2017	151	151-200
诺丁汉大学	University of Nottingham	英国, 欧洲	计算机科学	2017	151	151-200
谢菲尔德大学	The University of Sheffield	英国, 欧洲	计算机科学	2017	151	151-200
马德里卡洛斯三世大学	Universidad Carlos Iii De Madrid	西班牙, 欧洲	计算机科学	2017	151	151-200
马德里康普顿斯大学	Complutense University of Madrid	西班牙, 欧洲	计算机科学	2017	151	151-200
巴塞罗那大学	University of Barcelona	西班牙, 欧洲	计算机科学	2017	151	151-200
斯图加特大学	University of Stuttgart	德国, 欧洲	计算机科学	2017	151	151-200
