大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	计算机科学	2023	1	1
卡内基梅隆大学	Carnegie Mellon University	美国, 北美洲	计算机科学	2023	2	2
斯坦福大学	Stanford University	美国, 北美洲	计算机科学	2023	3	3
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	计算机科学	2023	4	4
牛津大学	University of Oxford	英国, 欧洲	计算机科学	2023	5	5
新加坡国立大学	National University of Singapore	新加坡, 亚洲	计算机科学	2023	6	6
剑桥大学	University of Cambridge	英国, 欧洲	计算机科学	2023	7	7
哈佛大学	Harvard University	美国, 北美洲	计算机科学	2023	8	8
苏黎世联邦理工学院	Swiss Federal Institute of Technology Zurich	瑞士, 欧洲	计算机科学	2023	9	9
洛桑联邦理工学院	Swiss Federal Institute of Technology Lausanne	瑞士, 欧洲	计算机科学	2023	10	10
南洋理工大学	Nanyang Technological University	新加坡, 亚洲	计算机科学	2023	11	11
多伦多大学	University of Toronto	加拿大, 北美洲	计算机科学	2023	12	12
普林斯顿大学	Princeton University	美国, 北美洲	计算机科学	2023	13	13
华盛顿大学-西雅图	University of Washington	美国, 北美洲	计算机科学	2023	14	14
帝国理工学院	Imperial College London	英国, 欧洲	计算机科学	2023	15	=15
清华大学	Tsinghua University	中国, 亚洲, C9, 双一流, 985, 211, 北京, 综合类, 公立	计算机科学	2023	15	=15
康奈尔大学	Cornell University	美国, 北美洲	计算机科学	2023	17	17
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	计算机科学	2023	18	18
北京大学	Peking University	中国, 亚洲, C9, 双一流, 985, 211, 北京, 综合类, 公立	计算机科学	2023	19	19
爱丁堡大学	The University of Edinburgh	英国, 欧洲	计算机科学	2023	20	20
英属哥伦比亚大学	University of British Columbia	加拿大, 北美洲	计算机科学	2023	21	21
滑铁卢大学	University of Waterloo	加拿大, 北美洲	计算机科学	2023	22	22
